Table_Number,Table_Name,Table_Sub_Name,Table_Section,Breakdown,Quarter,Unit,Value
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,202203,$ (millions),16460
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202206,$ (millions),57
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202206,$ (millions),11
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202206,$ (millions),136
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,202206,$ (millions),146
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202206,$ (millions),58
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202206,$ (millions),204
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202206,$ (millions),4772
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,202206,$ (millions),14422
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202206,$ (millions),5121
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202206,$ (millions),2031
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202206,$ (millions),12042
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,202206,$ (millions),19194
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202209,$ (millions),33
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202209,$ (millions),12
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202209,$ (millions),133
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,202209,$ (millions),137
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202209,$ (millions),42
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202209,$ (millions),179
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202209,$ (millions),4347
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,202209,$ (millions),13184
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202209,$ (millions),4786
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202209,$ (millions),1921
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202209,$ (millions),10823
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,202209,$ (millions),17531
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202212,$ (millions),38
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202212,$ (millions),13
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202212,$ (millions),141
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,202212,$ (millions),147
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202212,$ (millions),45
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202212,$ (millions),192
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202212,$ (millions),6251
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,202212,$ (millions),12534
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202212,$ (millions),5450
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202212,$ (millions),2054
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202212,$ (millions),11281
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,202212,$ (millions),18785
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202303,$ (millions),22
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202303,$ (millions),9
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202303,$ (millions),149
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,202303,$ (millions),132
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202303,$ (millions),49
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202303,$ (millions),181
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202303,$ (millions),5069
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,202303,$ (millions),11562
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202303,$ (millions),4717
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202303,$ (millions),1902
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202303,$ (millions),10013
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,All New Zealand businesses,Total,202303,$ (millions),16631
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202306,$ (millions),22
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202306,$ (millions),13
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202306,$ (millions),139
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All other,202306,$ (millions),118
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202306,$ (millions),57
7,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202306,$ (millions),174
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202306,$ (millions),5538
7,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All other,202306,$ (millions),14189
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202306,$ (millions),5407
7,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202306,$ (millions),2255
